champion_i,champion_i_normalized,champion_j,champion_j_normalized,lane,patch,elo,matchup_winrate_i_vs_j,matchup_games,matchup_occurrence_count,matchup_occurrence_rate,source_url,extraction_date
Ahri,ahri,Cho'Gath,chogath,mid,16.10,master_plus,67.12,73,73,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=chogath,2026-06-08
Ahri,ahri,Nasus,nasus,mid,16.10,master_plus,59.38,64,64,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=nasus,2026-06-08
Ahri,ahri,Tryndamere,tryndamere,mid,16.10,master_plus,57.38,61,61,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=tryndamere,2026-06-08
Ahri,ahri,Malphite,malphite,mid,16.10,master_plus,53.06,49,49,,https://op.gg/lol/champions/ahri/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=malphite,2026-06-08
Zed,zed,Ahri,ahri,mid,16.10,master_plus,51.19,1215,1215,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=ahri,2026-06-08
Zed,zed,Viktor,viktor,mid,16.10,master_plus,51.65,1063,1063,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=viktor,2026-06-08
Zed,zed,Sylas,sylas,mid,16.10,master_plus,47.74,953,953,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=sylas,2026-06-08
Zed,zed,Katarina,katarina,mid,16.10,master_plus,48.34,906,906,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=katarina,2026-06-08
Zed,zed,Yasuo,yasuo,mid,16.10,master_plus,49.83,875,875,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=yasuo,2026-06-08
Zed,zed,Akali,akali,mid,16.10,master_plus,49.76,834,834,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=akali,2026-06-08
Zed,zed,Lissandra,lissandra,mid,16.10,master_plus,49.49,790,790,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=lissandra,2026-06-08
Zed,zed,Twisted Fate,twistedfate,mid,16.10,master_plus,50.66,606,606,,https://op.gg/lol/champions/zed/counters/mid?region=global&tier=master_plus&type=ranked&patch=16.10&target_champion=twistedfate,2026-06-08
